Date,Region,Sales,Quantity
2024-04-01 23:00:00,West,677,14
2024-04-02 00:00:00,South,769,18
2024-04-02 01:00:00,North,998,12
2024-04-02 02:00:00,North,477,4
2024-04-02 03:00:00,East,248,10
2024-04-02 04:00:00,South,951,17
2024-04-02 05:00:00,East,532,4
2024-04-02 06:00:00,South,727,12
2024-04-02 07:00:00,South,825,13
2024-04-02 08:00:00,South,568,4
2024-04-02 09:00:00,North,545,10
2024-04-02 10:00:00,West,580,3
2024-04-02 11:00:00,East,983,15
2024-04-02 12:00:00,West,393,2
2024-04-02 13:00:00,East,864,17
2024-04-02 14:00:00,South,242,6
2024-04-02 15:00:00,North,349,8
2024-04-02 16:00:00,West,977,3
2024-04-02 17:00:00,North,401,18
2024-04-02 18:00:00,East,124,1
2024-04-02 19:00:00,North,888,16
2024-04-02 20:00:00,North,988,7
2024-04-02 21:00:00,West,989,3
2024-04-02 22:00:00,South,169,4
2024-04-02 23:00:00,North,724,9
2024-04-03 00:00:00,South,974,5
2024-04-03 01:00:00,East,211,19
2024-04-03 02:00:00,North,463,15
2024-04-03 03:00:00,West,402,8
2024-04-03 04:00:00,East,570,6
2024-04-03 05:00:00,East,190,18
2024-04-03 06:00:00,West,629,19
2024-04-03 07:00:00,North,760,15
2024-04-03 08:00:00,North,838,7
2024-04-03 09:00:00,East,825,10
2024-04-03 10:00:00,North,971,6
2024-04-03 11:00:00,South,762,14
2024-04-03 12:00:00,West,291,17
2024-04-03 13:00:00,South,651,9
2024-04-03 14:00:00,North,341,19
2024-04-03 15:00:00,East,237,5
2024-04-03 16:00:00,West,444,7
2024-04-03 17:00:00,North,279,19
2024-04-03 18:00:00,North,811,7
2024-04-03 19:00:00,East,602,2
2024-04-03 20:00:00,East,302,16
2024-04-03 21:00:00,South,672,13
2024-04-03 22:00:00,West,291,8
2024-04-03 23:00:00,West,104,6
2024-04-04 00:00:00,East,989,6
2024-04-04 01:00:00,South,336,9
2024-04-04 02:00:00,West,792,4
2024-04-04 03:00:00,East,410,11
2024-04-04 04:00:00,North,648,5
2024-04-04 05:00:00,West,155,17
2024-04-04 06:00:00,South,542,7
2024-04-04 07:00:00,South,336,15
2024-04-04 08:00:00,South,969,15
2024-04-04 09:00:00,North,960,14
2024-04-04 10:00:00,West,296,13
2024-04-04 11:00:00,West,684,11
2024-04-04 12:00:00,North,670,13
2024-04-04 13:00:00,West,851,9
2024-04-04 14:00:00,North,613,10
2024-04-04 15:00:00,North,548,4
2024-04-04 16:00:00,North,459,17
2024-04-04 17:00:00,South,799,14
2024-04-04 18:00:00,West,918,18
2024-04-04 19:00:00,North,129,11
2024-04-04 20:00:00,West,878,16
2024-04-04 21:00:00,South,207,1
2024-04-04 22:00:00,North,943,7
2024-04-04 23:00:00,East,701,10
2024-04-05 00:00:00,South,816,9
2024-04-05 01:00:00,East,990,3
2024-04-05 02:00:00,West,544,14
2024-04-05 03:00:00,West,992,15
2024-04-05 04:00:00,South,537,2
2024-04-05 05:00:00,West,831,14
2024-04-05 06:00:00,East,989,16
2024-04-05 07:00:00,North,705,7
2024-04-05 08:00:00,North,556,4
2024-04-05 09:00:00,North,714,18
2024-04-05 10:00:00,South,834,5
2024-04-05 11:00:00,West,797,6
2024-04-05 12:00:00,East,795,7
2024-04-05 13:00:00,West,594,15
2024-04-05 14:00:00,West,773,1
2024-04-05 15:00:00,West,346,4
2024-04-05 16:00:00,North,642,1
2024-04-05 17:00:00,East,663,11
2024-04-05 18:00:00,East,956,18
2024-04-05 19:00:00,West,687,14
2024-04-05 20:00:00,North,996,11
2024-04-05 21:00:00,North,538,10
2024-04-05 22:00:00,East,377,17
2024-04-05 23:00:00,North,651,4
2024-04-06 00:00:00,North,712,15
2024-04-06 01:00:00,North,210,16
2024-04-06 02:00:00,South,484,13
2024-04-06 03:00:00,West,932,9
2024-04-06 04:00:00,East,860,11
2024-04-06 05:00:00,East,290,11
2024-04-06 06:00:00,South,589,6
2024-04-06 07:00:00,West,793,1
2024-04-06 08:00:00,East,525,6
2024-04-06 09:00:00,North,504,13
2024-04-06 10:00:00,East,434,5
2024-04-06 11:00:00,North,308,15
2024-04-06 12:00:00,South,121,18
2024-04-06 13:00:00,North,777,14
2024-04-06 14:00:00,East,710,15
2024-04-06 15:00:00,East,307,5
2024-04-06 16:00:00,East,107,4
2024-04-06 17:00:00,South,801,2
2024-04-06 18:00:00,South,786,7
2024-04-06 19:00:00,West,884,10
2024-04-06 20:00:00,East,628,16
2024-04-06 21:00:00,North,701,10
2024-04-06 22:00:00,South,752,18
2024-04-06 23:00:00,East,756,17
2024-04-07 00:00:00,East,265,13
2024-04-07 01:00:00,South,948,1
2024-04-07 02:00:00,West,595,1
2024-04-07 03:00:00,South,689,15
2024-04-07 04:00:00,South,528,1
2024-04-07 05:00:00,North,873,6
2024-04-07 06:00:00,North,262,13
2024-04-07 07:00:00,West,465,1
2024-04-07 08:00:00,East,625,5
2024-04-07 09:00:00,South,338,9
2024-04-07 10:00:00,West,171,17
2024-04-07 11:00:00,North,544,16
2024-04-07 12:00:00,South,754,8
2024-04-07 13:00:00,East,921,17
2024-04-07 14:00:00,North,608,15
2024-04-07 15:00:00,North,894,1
2024-04-07 16:00:00,North,368,12
2024-04-07 17:00:00,West,852,5
2024-04-07 18:00:00,East,514,6
2024-04-07 19:00:00,South,344,1
2024-04-07 20:00:00,West,774,1
2024-04-07 21:00:00,West,159,10
2024-04-07 22:00:00,West,105,10
2024-04-07 23:00:00,North,808,3
2024-04-08 00:00:00,East,669,17
2024-04-08 01:00:00,West,916,19
2024-04-08 02:00:00,South,506,11
2024-04-08 03:00:00,East,316,18
2024-04-08 04:00:00,South,125,2
2024-04-08 05:00:00,East,914,9
2024-04-08 06:00:00,South,104,17
2024-04-08 07:00:00,North,631,14
2024-04-08 08:00:00,West,489,4
2024-04-08 09:00:00,South,809,17
2024-04-08 10:00:00,East,670,17
2024-04-08 11:00:00,West,547,12
2024-04-08 12:00:00,West,853,18
2024-04-08 13:00:00,East,245,3
2024-04-08 14:00:00,South,487,11
2024-04-08 15:00:00,North,884,18
2024-04-08 16:00:00,North,348,4
2024-04-08 17:00:00,South,625,17
2024-04-08 18:00:00,West,561,18
2024-04-08 19:00:00,West,112,5
2024-04-08 20:00:00,West,483,14
2024-04-08 21:00:00,West,655,10
2024-04-08 22:00:00,South,986,15
2024-04-08 23:00:00,West,498,1
2024-04-09 00:00:00,East,118,16
2024-04-09 01:00:00,West,674,11
2024-04-09 02:00:00,North,590,6
2024-04-09 03:00:00,West,850,16
2024-04-09 04:00:00,South,518,2
2024-04-09 05:00:00,North,436,1
2024-04-09 06:00:00,South,518,9
2024-04-09 07:00:00,South,711,12
2024-04-09 08:00:00,North,774,17
2024-04-09 09:00:00,South,221,15
2024-04-09 10:00:00,South,531,19
2024-04-09 11:00:00,West,143,10
2024-04-09 12:00:00,East,971,12
2024-04-09 13:00:00,South,416,14
2024-04-09 14:00:00,South,480,9
2024-04-09 15:00:00,South,244,13
2024-04-09 16:00:00,West,426,3
2024-04-09 17:00:00,East,462,14
2024-04-09 18:00:00,North,149,10
2024-04-09 19:00:00,West,164,16
2024-04-09 20:00:00,West,454,7
2024-04-09 21:00:00,East,899,4
2024-04-09 22:00:00,East,263,11
2024-04-09 23:00:00,West,240,16
2024-04-10 00:00:00,North,925,4
2024-04-10 01:00:00,West,227,17
2024-04-10 02:00:00,East,497,13
2024-04-10 03:00:00,North,979,11
2024-04-10 04:00:00,East,562,3
2024-04-10 05:00:00,North,850,9
2024-04-10 06:00:00,South,935,6
2024-04-10 07:00:00,East,907,11
2024-04-10 08:00:00,East,286,16
2024-04-10 09:00:00,West,819,19
2024-04-10 10:00:00,East,831,5
2024-04-10 11:00:00,East,289,14
2024-04-10 12:00:00,South,487,17
2024-04-10 13:00:00,East,528,3
2024-04-10 14:00:00,South,957,4
2024-04-10 15:00:00,South,383,16
2024-04-10 16:00:00,South,963,16
2024-04-10 17:00:00,South,336,4
2024-04-10 18:00:00,North,293,19
2024-04-10 19:00:00,West,386,17
2024-04-10 20:00:00,North,870,13
2024-04-10 21:00:00,East,857,1
2024-04-10 22:00:00,North,235,12
2024-04-10 23:00:00,North,891,4
2024-04-11 00:00:00,East,882,11
2024-04-11 01:00:00,East,270,5
2024-04-11 02:00:00,East,258,2
2024-04-11 03:00:00,North,300,17
2024-04-11 04:00:00,North,586,8
2024-04-11 05:00:00,East,656,6
2024-04-11 06:00:00,West,875,9
2024-04-11 07:00:00,West,682,13
2024-04-11 08:00:00,South,603,11
2024-04-11 09:00:00,East,975,16
2024-04-11 10:00:00,South,470,16
2024-04-11 11:00:00,West,202,2
2024-04-11 12:00:00,South,224,10
2024-04-11 13:00:00,East,412,12
2024-04-11 14:00:00,East,897,8
2024-04-11 15:00:00,East,557,11
2024-04-11 16:00:00,North,329,10
2024-04-11 17:00:00,South,757,13
2024-04-11 18:00:00,West,981,17
2024-04-11 19:00:00,West,296,7
2024-04-11 20:00:00,West,984,3
2024-04-11 21:00:00,North,832,13
2024-04-11 22:00:00,North,522,19
2024-04-11 23:00:00,East,671,7
2024-04-12 00:00:00,West,709,9
2024-04-12 01:00:00,North,270,19
2024-04-12 02:00:00,East,481,13
2024-04-12 03:00:00,West,272,8
2024-04-12 04:00:00,South,762,18
2024-04-12 05:00:00,East,552,2
2024-04-12 06:00:00,North,449,18
2024-04-12 07:00:00,North,733,18
2024-04-12 08:00:00,East,593,11
2024-04-12 09:00:00,East,719,1
2024-04-12 10:00:00,North,103,14
2024-04-12 11:00:00,South,192,16
2024-04-12 12:00:00,West,105,11
2024-04-12 13:00:00,South,387,1
2024-04-12 14:00:00,East,717,7
2024-04-12 15:00:00,South,245,16
2024-04-12 16:00:00,North,882,14
2024-04-12 17:00:00,East,523,15
2024-04-12 18:00:00,West,989,14
2024-04-12 19:00:00,North,707,11
2024-04-12 20:00:00,North,556,16
2024-04-12 21:00:00,West,840,19
2024-04-12 22:00:00,West,301,17
2024-04-12 23:00:00,South,311,6
2024-04-13 00:00:00,East,105,11
2024-04-13 01:00:00,West,723,17
2024-04-13 02:00:00,West,475,9
2024-04-13 03:00:00,East,990,18
2024-04-13 04:00:00,West,546,17
2024-04-13 05:00:00,West,934,12
2024-04-13 06:00:00,South,205,5
2024-04-13 07:00:00,North,750,11
2024-04-13 08:00:00,North,910,4
2024-04-13 09:00:00,North,500,4
2024-04-13 10:00:00,North,195,3
2024-04-13 11:00:00,West,487,17
2024-04-13 12:00:00,East,551,7
2024-04-13 13:00:00,East,948,4
2024-04-13 14:00:00,South,908,13
2024-04-13 15:00:00,South,515,12
2024-04-13 16:00:00,West,825,1
2024-04-13 17:00:00,East,603,19
2024-04-13 18:00:00,East,553,18
2024-04-13 19:00:00,North,390,11
2024-04-13 20:00:00,West,633,3
2024-04-13 21:00:00,West,292,17
2024-04-13 22:00:00,North,249,12
2024-04-13 23:00:00,West,979,10
2024-04-14 00:00:00,West,858,8
2024-04-14 01:00:00,South,878,15
2024-04-14 02:00:00,East,862,5
2024-04-14 03:00:00,West,614,4
2024-04-14 04:00:00,South,492,19
2024-04-14 05:00:00,East,415,4
2024-04-14 06:00:00,North,175,15
2024-04-14 07:00:00,South,698,17
2024-04-14 08:00:00,South,369,12
2024-04-14 09:00:00,East,324,3
2024-04-14 10:00:00,North,629,10
2024-04-14 11:00:00,South,212,15
2024-04-14 12:00:00,West,350,10
2024-04-14 13:00:00,West,332,18
2024-04-14 14:00:00,West,940,1
2024-04-14 15:00:00,North,890,3
2024-04-14 16:00:00,South,813,12
2024-04-14 17:00:00,West,182,1
2024-04-14 18:00:00,North,224,3
2024-04-14 19:00:00,West,274,3
2024-04-14 20:00:00,East,168,5
2024-04-14 21:00:00,South,146,19
2024-04-14 22:00:00,South,983,1
2024-04-14 23:00:00,North,355,4
2024-04-15 00:00:00,North,826,4
2024-04-15 01:00:00,South,129,17
2024-04-15 02:00:00,West,380,14
2024-04-15 03:00:00,West,336,18
2024-04-15 04:00:00,East,347,1
2024-04-15 05:00:00,West,467,16
2024-04-15 06:00:00,North,594,3
2024-04-15 07:00:00,North,124,9
2024-04-15 08:00:00,West,685,4
2024-04-15 09:00:00,North,817,5
2024-04-15 10:00:00,South,589,11
2024-04-15 11:00:00,South,593,9
2024-04-15 12:00:00,West,413,3
2024-04-15 13:00:00,South,705,6
2024-04-15 14:00:00,South,474,11
2024-04-15 15:00:00,East,738,9
2024-04-15 16:00:00,East,124,15
2024-04-15 17:00:00,South,433,3
2024-04-15 18:00:00,West,454,1
2024-04-15 19:00:00,East,215,19
2024-04-15 20:00:00,North,147,14
2024-04-15 21:00:00,North,837,17
2024-04-15 22:00:00,North,877,14
2024-04-15 23:00:00,West,198,17
2024-04-16 00:00:00,South,558,14
2024-04-16 01:00:00,North,622,12
2024-04-16 02:00:00,West,696,16
2024-04-16 03:00:00,East,504,1
2024-04-16 04:00:00,South,313,13
2024-04-16 05:00:00,East,784,6
2024-04-16 06:00:00,West,602,17
2024-04-16 07:00:00,North,820,12
2024-04-16 08:00:00,North,547,19
2024-04-16 09:00:00,West,993,6
2024-04-16 10:00:00,North,675,7
2024-04-16 11:00:00,South,357,1
2024-04-16 12:00:00,West,943,1
2024-04-16 13:00:00,East,220,5
2024-04-16 14:00:00,West,909,6
2024-04-16 15:00:00,South,153,16
2024-04-16 16:00:00,South,430,16
2024-04-16 17:00:00,West,883,14
2024-04-16 18:00:00,West,340,1
2024-04-16 19:00:00,North,854,13
2024-04-16 20:00:00,South,629,10
2024-04-16 21:00:00,West,582,10
2024-04-16 22:00:00,West,286,9
2024-04-16 23:00:00,South,957,13
2024-04-17 00:00:00,West,755,3
2024-04-17 01:00:00,North,361,18
2024-04-17 02:00:00,South,463,2
2024-04-17 03:00:00,North,590,17
2024-04-17 04:00:00,North,530,19
2024-04-17 05:00:00,North,338,13
2024-04-17 06:00:00,North,403,13
2024-04-17 07:00:00,South,397,1
2024-04-17 08:00:00,North,175,2
2024-04-17 09:00:00,North,799,1
2024-04-17 10:00:00,West,432,5
2024-04-17 11:00:00,South,999,3
2024-04-17 12:00:00,South,857,7
2024-04-17 13:00:00,East,741,13
2024-04-17 14:00:00,South,573,18
2024-04-17 15:00:00,South,926,7
2024-04-17 16:00:00,East,382,1
2024-04-17 17:00:00,South,690,5
2024-04-17 18:00:00,South,171,17
2024-04-17 19:00:00,South,362,8
2024-04-17 20:00:00,South,802,15
2024-04-17 21:00:00,East,978,4
2024-04-17 22:00:00,South,986,2
2024-04-17 23:00:00,South,674,5
2024-04-18 00:00:00,East,991,1
2024-04-18 01:00:00,West,111,5
2024-04-18 02:00:00,North,240,6
2024-04-18 03:00:00,West,865,2
2024-04-18 04:00:00,East,654,1
2024-04-18 05:00:00,North,116,4
2024-04-18 06:00:00,East,162,7
2024-04-18 07:00:00,East,352,1
2024-04-18 08:00:00,South,564,1
2024-04-18 09:00:00,North,475,8
2024-04-18 10:00:00,South,903,16
2024-04-18 11:00:00,North,619,13
2024-04-18 12:00:00,East,936,18
2024-04-18 13:00:00,East,189,10
2024-04-18 14:00:00,West,819,12
2024-04-18 15:00:00,North,903,1
2024-04-18 16:00:00,South,895,10
2024-04-18 17:00:00,West,729,9
2024-04-18 18:00:00,West,960,3
2024-04-18 19:00:00,West,274,19
2024-04-18 20:00:00,South,175,9
2024-04-18 21:00:00,West,712,10
2024-04-18 22:00:00,South,762,19
2024-04-18 23:00:00,West,499,16
2024-04-19 00:00:00,South,881,18
2024-04-19 01:00:00,East,170,14
2024-04-19 02:00:00,East,279,3
2024-04-19 03:00:00,East,223,2
2024-04-19 04:00:00,East,480,1
2024-04-19 05:00:00,East,392,18
2024-04-19 06:00:00,West,896,9
2024-04-19 07:00:00,West,294,13
2024-04-19 08:00:00,West,327,2
2024-04-19 09:00:00,South,530,7
2024-04-19 10:00:00,South,535,16
2024-04-19 11:00:00,South,886,19
2024-04-19 12:00:00,South,560,15
2024-04-19 13:00:00,East,717,11
2024-04-19 14:00:00,East,120,1
2024-04-19 15:00:00,East,163,7
2024-04-19 16:00:00,North,264,8
2024-04-19 17:00:00,West,126,10
2024-04-19 18:00:00,South,410,5
2024-04-19 19:00:00,South,384,9
2024-04-19 20:00:00,East,759,1
2024-04-19 21:00:00,South,380,2
2024-04-19 22:00:00,South,937,19
2024-04-19 23:00:00,West,930,14
2024-04-20 00:00:00,East,263,10
2024-04-20 01:00:00,West,997,9
2024-04-20 02:00:00,North,323,10
2024-04-20 03:00:00,North,883,6
2024-04-20 04:00:00,North,245,17
2024-04-20 05:00:00,East,967,6
2024-04-20 06:00:00,South,129,4
2024-04-20 07:00:00,East,144,3
2024-04-20 08:00:00,East,886,19
2024-04-20 09:00:00,South,570,18
2024-04-20 10:00:00,West,133,4
2024-04-20 11:00:00,North,752,8
2024-04-20 12:00:00,West,526,17
2024-04-20 13:00:00,North,929,5
2024-04-20 14:00:00,East,985,13
2024-04-20 15:00:00,North,320,1
2024-04-20 16:00:00,East,967,13
2024-04-20 17:00:00,West,633,4
2024-04-20 18:00:00,East,791,14
2024-04-20 19:00:00,West,466,3
2024-04-20 20:00:00,South,940,5
2024-04-20 21:00:00,South,842,7
2024-04-20 22:00:00,South,649,1
2024-04-20 23:00:00,East,681,12
2024-04-21 00:00:00,South,215,11
2024-04-21 01:00:00,North,338,8
2024-04-21 02:00:00,West,434,6
2024-04-21 03:00:00,West,540,2
2024-04-21 04:00:00,North,247,19
2024-04-21 05:00:00,East,108,14
2024-04-21 06:00:00,East,387,1
2024-04-21 07:00:00,West,487,10
2024-04-21 08:00:00,South,149,16
2024-04-21 09:00:00,East,949,4
2024-04-21 10:00:00,East,616,11
2024-04-21 11:00:00,North,954,16
2024-04-21 12:00:00,North,737,1
2024-04-21 13:00:00,South,686,16
2024-04-21 14:00:00,East,776,19
2024-04-21 15:00:00,East,377,9
2024-04-21 16:00:00,North,935,9
2024-04-21 17:00:00,East,399,9
2024-04-21 18:00:00,West,901,17
2024-04-21 19:00:00,North,688,12
2024-04-21 20:00:00,South,909,13
2024-04-21 21:00:00,North,748,8
2024-04-21 22:00:00,East,717,16
2024-04-21 23:00:00,South,706,18
2024-04-22 00:00:00,North,234,1
2024-04-22 01:00:00,West,679,1
2024-04-22 02:00:00,West,246,12
2024-04-22 03:00:00,North,589,6
2024-04-22 04:00:00,West,577,9
2024-04-22 05:00:00,West,258,5
2024-04-22 06:00:00,West,483,16
2024-04-22 07:00:00,South,262,18
2024-04-22 08:00:00,West,540,17
2024-04-22 09:00:00,West,952,18
2024-04-22 10:00:00,West,288,1
2024-04-22 11:00:00,South,514,19
2024-04-22 12:00:00,North,438,8
2024-04-22 13:00:00,East,706,3
2024-04-22 14:00:00,West,280,5
2024-04-22 15:00:00,North,387,8
2024-04-22 16:00:00,West,933,19
2024-04-22 17:00:00,South,286,18
2024-04-22 18:00:00,North,983,18
2024-04-22 19:00:00,South,237,1
2024-04-22 20:00:00,West,229,15
2024-04-22 21:00:00,West,293,18
2024-04-22 22:00:00,South,415,7
2024-04-22 23:00:00,East,884,16
2024-04-23 00:00:00,South,963,16
2024-04-23 01:00:00,West,243,15
2024-04-23 02:00:00,South,115,6
2024-04-23 03:00:00,East,401,9
2024-04-23 04:00:00,South,522,7
2024-04-23 05:00:00,East,344,14
2024-04-23 06:00:00,East,206,11
2024-04-23 07:00:00,South,187,16
2024-04-23 08:00:00,South,228,6
2024-04-23 09:00:00,North,986,16
2024-04-23 10:00:00,West,440,16
2024-04-23 11:00:00,East,103,12
2024-04-23 12:00:00,North,426,17
2024-04-23 13:00:00,South,509,5
2024-04-23 14:00:00,West,978,13
2024-04-23 15:00:00,North,405,8
2024-04-23 16:00:00,East,706,5
2024-04-23 17:00:00,North,820,12
2024-04-23 18:00:00,East,324,9
2024-04-23 19:00:00,South,447,3
2024-04-23 20:00:00,West,420,3
2024-04-23 21:00:00,West,658,1
2024-04-23 22:00:00,West,280,18
2024-04-23 23:00:00,South,717,12
2024-04-24 00:00:00,East,810,9
2024-04-24 01:00:00,South,485,9
2024-04-24 02:00:00,West,717,18
2024-04-24 03:00:00,South,891,18
2024-04-24 04:00:00,South,871,7
2024-04-24 05:00:00,South,207,4
2024-04-24 06:00:00,East,630,13
2024-04-24 07:00:00,North,509,17
2024-04-24 08:00:00,North,395,2
2024-04-24 09:00:00,South,917,14
2024-04-24 10:00:00,North,270,3
2024-04-24 11:00:00,North,430,5
2024-04-24 12:00:00,South,592,14
2024-04-24 13:00:00,South,294,3
2024-04-24 14:00:00,West,111,7
2024-04-24 15:00:00,North,294,18
2024-04-24 16:00:00,East,589,13
2024-04-24 17:00:00,South,894,10
2024-04-24 18:00:00,West,980,13
2024-04-24 19:00:00,East,281,16
2024-04-24 20:00:00,North,916,9
2024-04-24 21:00:00,West,755,2
2024-04-24 22:00:00,South,997,5
2024-04-24 23:00:00,East,415,17
2024-04-25 00:00:00,South,793,4
2024-04-25 01:00:00,North,129,17
2024-04-25 02:00:00,East,695,9
2024-04-25 03:00:00,North,777,2
2024-04-25 04:00:00,North,895,18
2024-04-25 05:00:00,West,892,11
2024-04-25 06:00:00,South,195,13
2024-04-25 07:00:00,East,480,8
2024-04-25 08:00:00,North,877,1
2024-04-25 09:00:00,North,543,17
2024-04-25 10:00:00,East,397,12
2024-04-25 11:00:00,North,907,4
2024-04-25 12:00:00,West,836,13
2024-04-25 13:00:00,West,944,9
2024-04-25 14:00:00,West,460,7
2024-04-25 15:00:00,West,473,5
2024-04-25 16:00:00,North,653,5
2024-04-25 17:00:00,East,402,17
2024-04-25 18:00:00,East,520,9
2024-04-25 19:00:00,East,345,6
2024-04-25 20:00:00,East,819,19
2024-04-25 21:00:00,South,336,16
2024-04-25 22:00:00,East,633,2
2024-04-25 23:00:00,South,284,10
2024-04-26 00:00:00,South,567,16
2024-04-26 01:00:00,West,853,5
2024-04-26 02:00:00,South,462,15
2024-04-26 03:00:00,North,382,13
2024-04-26 04:00:00,South,652,13
2024-04-26 05:00:00,West,435,13
2024-04-26 06:00:00,South,261,15
2024-04-26 07:00:00,North,259,14
2024-04-26 08:00:00,North,573,8
2024-04-26 09:00:00,North,700,11
2024-04-26 10:00:00,West,421,18
2024-04-26 11:00:00,West,111,4
2024-04-26 12:00:00,East,523,10
2024-04-26 13:00:00,West,172,1
2024-04-26 14:00:00,North,687,5
2024-04-26 15:00:00,North,957,13
2024-04-26 16:00:00,West,300,1
2024-04-26 17:00:00,South,621,8
2024-04-26 18:00:00,West,963,3
2024-04-26 19:00:00,West,604,3
2024-04-26 20:00:00,North,837,7
2024-04-26 21:00:00,East,787,4
2024-04-26 22:00:00,North,887,3
2024-04-26 23:00:00,East,138,15
2024-04-27 00:00:00,North,159,8
2024-04-27 01:00:00,West,677,3
2024-04-27 02:00:00,North,420,7
2024-04-27 03:00:00,North,534,18
2024-04-27 04:00:00,North,735,11
2024-04-27 05:00:00,West,775,11
2024-04-27 06:00:00,West,507,17
2024-04-27 07:00:00,West,485,6
2024-04-27 08:00:00,West,770,8
2024-04-27 09:00:00,East,668,1
2024-04-27 10:00:00,East,177,10
2024-04-27 11:00:00,South,293,19
2024-04-27 12:00:00,West,384,3
2024-04-27 13:00:00,East,626,4
2024-04-27 14:00:00,North,623,11
2024-04-27 15:00:00,West,712,15
2024-04-27 16:00:00,South,255,1
2024-04-27 17:00:00,South,439,9
2024-04-27 18:00:00,South,224,11
2024-04-27 19:00:00,North,970,19
2024-04-27 20:00:00,East,379,13
2024-04-27 21:00:00,North,721,16
2024-04-27 22:00:00,West,945,4
2024-04-27 23:00:00,South,968,1
2024-04-28 00:00:00,North,757,13
2024-04-28 01:00:00,North,827,1
2024-04-28 02:00:00,East,773,5
2024-04-28 03:00:00,East,227,5
2024-04-28 04:00:00,South,413,14
2024-04-28 05:00:00,North,431,14
2024-04-28 06:00:00,North,249,8
2024-04-28 07:00:00,East,553,4
2024-04-28 08:00:00,North,135,7
2024-04-28 09:00:00,North,784,19
2024-04-28 10:00:00,North,519,15
2024-04-28 11:00:00,East,121,4
2024-04-28 12:00:00,South,305,19
2024-04-28 13:00:00,West,738,9
2024-04-28 14:00:00,South,947,13
2024-04-28 15:00:00,West,455,14
2024-04-28 16:00:00,North,539,14
2024-04-28 17:00:00,South,828,10
2024-04-28 18:00:00,West,195,16
2024-04-28 19:00:00,East,263,5
2024-04-28 20:00:00,East,247,6
2024-04-28 21:00:00,South,629,2
2024-04-28 22:00:00,South,393,13
2024-04-28 23:00:00,North,294,13
2024-04-29 00:00:00,South,762,19
2024-04-29 01:00:00,North,579,18
2024-04-29 02:00:00,North,976,19
2024-04-29 03:00:00,East,222,1
2024-04-29 04:00:00,East,499,8
2024-04-29 05:00:00,West,798,16
2024-04-29 06:00:00,East,551,2
2024-04-29 07:00:00,East,760,8
2024-04-29 08:00:00,South,203,6
2024-04-29 09:00:00,East,854,16
2024-04-29 10:00:00,West,561,11
2024-04-29 11:00:00,South,842,17
2024-04-29 12:00:00,West,817,19
2024-04-29 13:00:00,East,809,11
2024-04-29 14:00:00,West,495,8
2024-04-29 15:00:00,South,436,4
2024-04-29 16:00:00,North,698,11
2024-04-29 17:00:00,West,241,8
2024-04-29 18:00:00,West,416,9
2024-04-29 19:00:00,South,810,2
2024-04-29 20:00:00,South,657,16
2024-04-29 21:00:00,West,899,6
2024-04-29 22:00:00,East,626,19
2024-04-29 23:00:00,West,655,8
2024-04-30 00:00:00,South,500,14
2024-04-30 01:00:00,North,780,16
2024-04-30 02:00:00,North,409,12
2024-04-30 03:00:00,East,594,5
2024-04-30 04:00:00,West,655,19
2024-04-30 05:00:00,North,709,18
2024-04-30 06:00:00,West,872,9
2024-04-30 07:00:00,South,208,2
2024-04-30 08:00:00,North,894,12
2024-04-30 09:00:00,East,471,2
2024-04-30 10:00:00,South,954,10
2024-04-30 11:00:00,East,715,1
2024-04-30 12:00:00,South,867,4
2024-04-30 13:00:00,North,990,12
2024-04-30 14:00:00,East,305,9
2024-04-30 15:00:00,East,946,4
2024-04-30 16:00:00,South,142,9
2024-04-30 17:00:00,East,964,6
2024-04-30 18:00:00,South,344,1
2024-04-30 19:00:00,South,386,10
2024-04-30 20:00:00,South,454,14
2024-04-30 21:00:00,South,884,18
2024-04-30 22:00:00,North,575,6
2024-04-30 23:00:00,South,182,18
2024-05-01 00:00:00,West,209,16
2024-05-01 01:00:00,East,289,15
2024-05-01 02:00:00,West,899,16
2024-05-01 03:00:00,North,350,8
2024-05-01 04:00:00,West,823,13
2024-05-01 05:00:00,East,390,11
2024-05-01 06:00:00,West,744,7
2024-05-01 07:00:00,North,300,17
2024-05-01 08:00:00,South,896,18
2024-05-01 09:00:00,West,425,19
2024-05-01 10:00:00,North,610,13
2024-05-01 11:00:00,North,508,15
2024-05-01 12:00:00,East,706,1
2024-05-01 13:00:00,East,889,16
2024-05-01 14:00:00,West,936,5
2024-05-01 15:00:00,South,607,3
2024-05-01 16:00:00,North,830,10
2024-05-01 17:00:00,West,700,19
2024-05-01 18:00:00,North,171,5
2024-05-01 19:00:00,North,346,7
2024-05-01 20:00:00,South,740,14
2024-05-01 21:00:00,South,823,3
2024-05-01 22:00:00,West,954,13
2024-05-01 23:00:00,South,707,13
2024-05-02 00:00:00,South,686,10
2024-05-02 01:00:00,West,665,2
2024-05-02 02:00:00,South,443,6
2024-05-02 03:00:00,East,153,8
2024-05-02 04:00:00,North,829,4
2024-05-02 05:00:00,North,627,12
2024-05-02 06:00:00,North,710,15
2024-05-02 07:00:00,North,631,8
2024-05-02 08:00:00,West,657,7
2024-05-02 09:00:00,North,292,14
2024-05-02 10:00:00,North,994,19
2024-05-02 11:00:00,North,157,14
2024-05-02 12:00:00,North,536,13
2024-05-02 13:00:00,East,210,1
2024-05-02 14:00:00,North,228,19
